species,reference_strain,reference_genome_accession,reference_identifier,reference_identifier_source,seqname,start,end,reference_feature_type,reference_gene_name,norm_pos,type
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04115,locus_tag,NZ_CP009977.1,882922,884055,gene,nrdB,0.7456529710534685,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04120,locus_tag,NZ_CP009977.1,884148,886430,gene,nrdA,0.7467616454686435,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04130,locus_tag,NZ_CP009977.1,886921,887628,gene,ubiG,0.7479842353333089,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04135,locus_tag,NZ_CP009977.1,887939,890563,gene,gyrA,0.7492012833652963,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04140,locus_tag,NZ_CP009977.1,891640,892287,gene,,0.7508715301584995,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04145,locus_tag,NZ_CP009977.1,892464,893726,gene,,0.75156826167795,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04150,locus_tag,NZ_CP009977.1,893820,895220,gene,,0.7524457185186189,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04155,locus_tag,NZ_CP009977.1,895231,896268,gene,,0.7532027944383399,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04160,locus_tag,NZ_CP009977.1,896249,897331,gene,,0.7538434918718248,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04165,locus_tag,NZ_CP009977.1,897484,899025,gene,,0.7547452712003578,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04170,locus_tag,NZ_CP009977.1,899198,899746,gene,,0.7554949580098417,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04175,locus_tag,NZ_CP009977.1,899869,900525,gene,,0.7559413834200066,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04180,locus_tag,NZ_CP009977.1,900552,901232,gene,,0.7563693360545785,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04185,locus_tag,NZ_CP009977.1,901568,901969,gene,,0.7569090489814881,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04190,locus_tag,NZ_CP009977.1,902492,903580,gene,,0.7576895237502936,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04195,locus_tag,NZ_CP009977.1,903700,904239,gene,,0.7582643349508301,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04200,locus_tag,NZ_CP009977.1,904252,905538,gene,,0.758834220077875,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04205,locus_tag,NZ_CP009977.1,905636,906991,gene,,0.7597076744838321,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04210,locus_tag,NZ_CP009977.1,906984,907622,gene,,0.7603169681988089,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04215,locus_tag,NZ_CP009977.1,907660,908148,gene,cosR,0.7606870394698559,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04220,locus_tag,NZ_CP009977.1,908541,910112,gene,,0.7615629569125588,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04225,locus_tag,NZ_CP009977.1,910321,912204,gene,,0.7627550666974957,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04230,locus_tag,NZ_CP009977.1,912275,912994,gene,,0.7635998883012836,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04235,locus_tag,NZ_CP009977.1,913003,914892,gene,,0.7644083801130719,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04240,locus_tag,NZ_CP009977.1,915099,915740,gene,,0.7653147776355032,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04245,locus_tag,NZ_CP009977.1,915809,916999,gene,,0.7659209925545478,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04255,locus_tag,NZ_CP009977.1,917692,917952,gene,,0.7667941390809117,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04260,locus_tag,NZ_CP009977.1,918125,919522,gene,,0.7674108219061256,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04265,locus_tag,NZ_CP009977.1,919609,919827,gene,,0.7679616184983912,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04270,locus_tag,NZ_CP009977.1,919900,921300,gene,asnS,0.7685047181008262,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04275,locus_tag,NZ_CP009977.1,921814,922176,gene,queD,0.7693637021659021,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04280,locus_tag,NZ_CP009977.1,922310,923671,gene,,0.7699766904359975,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04285,locus_tag,NZ_CP009977.1,923770,925023,gene,,0.7708424478521242,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04290,locus_tag,NZ_CP009977.1,925389,925988,gene,,0.7716380087209973,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04295,locus_tag,NZ_CP009977.1,926185,927546,gene,pabB,0.7723627572834305,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04300,locus_tag,NZ_CP009977.1,927835,929352,gene,,0.7734267891575891,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04305,locus_tag,NZ_CP009977.1,929528,929713,gene,,0.7740591738420571,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04310,locus_tag,NZ_CP009977.1,929892,931268,gene,,0.7746499947814409,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04315,locus_tag,NZ_CP009977.1,931265,932305,gene,,0.7753919846010943,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04320,locus_tag,NZ_CP009977.1,932406,933950,gene,tyrR,0.7762497371477973,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04325,locus_tag,NZ_CP009977.1,933987,934571,gene,rimJ,0.7769276880120615,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04330,locus_tag,NZ_CP009977.1,934573,935160,gene,,0.7772894465340917,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04335,locus_tag,NZ_CP009977.1,935174,935647,gene,,0.777624419531512,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04340,locus_tag,NZ_CP009977.1,936639,937874,gene,,0.7787611109896697,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04345,locus_tag,NZ_CP009977.1,937874,938104,gene,xisR,0.7792121545937328,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04350,locus_tag,NZ_CP009977.1,938208,938423,gene,,0.7794131999681037,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04355,locus_tag,NZ_CP009977.1,938423,938680,gene,,0.7795585191361022,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04360,locus_tag,NZ_CP009977.1,938673,938885,gene,,0.779698604351016,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04365,locus_tag,NZ_CP009977.1,938887,939264,gene,,0.7798811769497938,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04370,locus_tag,NZ_CP009977.1,939315,940133,gene,,0.7802804967821965,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04375,locus_tag,NZ_CP009977.1,940174,940566,gene,,0.780678277216633,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04380,locus_tag,NZ_CP009977.1,940889,941278,gene,,0.7811176213961539,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04385,locus_tag,NZ_CP009977.1,941271,941516,gene,,0.7813085067439486,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04390,locus_tag,NZ_CP009977.1,941532,942395,gene,,0.7816594894802161,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04395,locus_tag,NZ_CP009977.1,942425,943225,gene,,0.7821899660193293,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04400,locus_tag,NZ_CP009977.1,943261,943473,gene,,0.7825237074983767,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04405,locus_tag,NZ_CP009977.1,943505,944014,gene,,0.7827653929790522,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04410,locus_tag,NZ_CP009977.1,944011,944202,gene,,0.7829790614167449,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04420,locus_tag,NZ_CP009977.1,944555,944770,gene,,0.7833214235244024,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04425,locus_tag,NZ_CP009977.1,944770,945789,gene,,0.7837013469424323,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04435,locus_tag,NZ_CP009977.1,945949,946143,gene,,0.7841733263588343,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04440,locus_tag,NZ_CP009977.1,946140,946448,gene,,0.78432603463707,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04445,locus_tag,NZ_CP009977.1,946445,946750,gene,,0.7845129175501528,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04450,locus_tag,NZ_CP009977.1,946762,947733,gene,,0.7849131610213351,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04455,locus_tag,NZ_CP009977.1,947815,948447,gene,,0.7854571842625498,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04460,locus_tag,NZ_CP009977.1,948565,948942,gene,,0.7858404943561053,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04465,locus_tag,NZ_CP009977.1,949135,949509,gene,,0.7861905534535931,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04470,locus_tag,NZ_CP009977.1,949603,950292,gene,,0.7865757108247078,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04475,locus_tag,NZ_CP009977.1,950363,950629,gene,,0.7869134547384671,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04480,locus_tag,NZ_CP009977.1,950629,951123,gene,,0.7871474432293121,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04485,locus_tag,NZ_CP009977.1,951123,951302,gene,,0.7873546461955473,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04490,locus_tag,NZ_CP009977.1,951338,952072,gene,,0.7876579075948662,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04495,locus_tag,NZ_CP009977.1,952174,952716,gene,,0.7881135693928276,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04500,locus_tag,NZ_CP009977.1,952688,954583,gene,,0.7888466307042776,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04510,locus_tag,NZ_CP009977.1,954834,956276,gene,,0.7900285804626384,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04515,locus_tag,NZ_CP009977.1,956254,958077,gene,,0.7910202606323908,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04520,locus_tag,NZ_CP009977.1,958331,958630,gene,,0.791829983962552,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04530,locus_tag,NZ_CP009977.1,959075,959599,gene,,0.792357381705733,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04535,locus_tag,NZ_CP009977.1,959651,960076,gene,,0.7926815789173907,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04540,locus_tag,NZ_CP009977.1,960139,960408,gene,,0.7929340401838287,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04545,locus_tag,NZ_CP009977.1,960441,960710,gene,,0.7931199994581319,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04550,locus_tag,NZ_CP009977.1,960768,963080,gene,,0.7939503507210386,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04555,locus_tag,NZ_CP009977.1,963077,963685,gene,,0.7948475118556735,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04560,locus_tag,NZ_CP009977.1,963682,964233,gene,,0.7952024970266528,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04565,locus_tag,NZ_CP009977.1,964239,969227,gene,,0.7969115366486014,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04570,locus_tag,NZ_CP009977.1,969231,970925,gene,,0.7989712511272241,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04575,locus_tag,NZ_CP009977.1,970922,971554,gene,,0.799685531783488,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04580,locus_tag,NZ_CP009977.1,971752,972714,gene,,0.8002982121739901,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04590,locus_tag,NZ_CP009977.1,973505,973981,gene,,0.801228008545506,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04600,locus_tag,NZ_CP009977.1,974124,974726,gene,,0.8016479563106542,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04620,locus_tag,NZ_CP009977.1,975940,977052,gene,,0.8029231935857597,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04630,locus_tag,NZ_CP009977.1,977210,977614,gene,,0.8034872290005336,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04635,locus_tag,NZ_CP009977.1,977754,978221,gene,,0.8038415984123265,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04640,locus_tag,NZ_CP009977.1,978385,978792,gene,,0.8042116696833735,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04645,locus_tag,NZ_CP009977.1,978928,979263,gene,,0.8045238595908958,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04660,locus_tag,NZ_CP009977.1,979749,982721,gene,,0.805841276370272,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04665,locus_tag,NZ_CP009977.1,983007,983528,gene,,0.8070928069166998,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04670,locus_tag,NZ_CP009977.1,983603,983899,gene,,0.8073905264833408,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04675,locus_tag,NZ_CP009977.1,984132,984770,gene,,0.8078215579138448,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04680,locus_tag,NZ_CP009977.1,984767,985969,gene,,0.8083862090878051,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04685,locus_tag,NZ_CP009977.1,985966,987057,gene,,0.8090903297174927,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04690,locus_tag,NZ_CP009977.1,987195,988625,gene,,0.8099514689397211,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04695,locus_tag,NZ_CP009977.1,988622,989737,gene,,0.8107331752268996,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04700,locus_tag,NZ_CP009977.1,989748,990461,gene,,0.8113027524743514,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04705,locus_tag,NZ_CP009977.1,990549,991934,gene,,0.8120028706693272,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04710,locus_tag,NZ_CP009977.1,991931,993358,gene,,0.8128667808078945,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04715,locus_tag,NZ_CP009977.1,993384,994565,gene,,0.8136857405258522,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04720,locus_tag,NZ_CP009977.1,994558,995763,gene,,0.8144160309209633,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04725,locus_tag,NZ_CP009977.1,995901,996956,gene,,0.815196813569362,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04730,locus_tag,NZ_CP009977.1,996937,998397,gene,,0.815959431321761,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04735,locus_tag,NZ_CP009977.1,998421,1000733,gene,,0.8171355313678506,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04740,locus_tag,NZ_CP009977.1,1000746,1001546,gene,,0.818101657531366,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04745,locus_tag,NZ_CP009977.1,1001555,1002250,gene,,0.8185674793559036,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04750,locus_tag,NZ_CP009977.1,1002250,1004343,gene,,0.819425847661793,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04755,locus_tag,NZ_CP009977.1,1004340,1005170,gene,,0.8203239324352075,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04760,locus_tag,NZ_CP009977.1,1005199,1005519,gene,,0.8206958509838138,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04765,locus_tag,NZ_CP009977.1,1005993,1006844,gene,,0.821348247841841,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04770,locus_tag,NZ_CP009977.1,1006883,1007770,gene,,0.8219073571831234,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04775,locus_tag,NZ_CP009977.1,1007825,1008475,gene,grxB,0.822414434873152,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04780,locus_tag,NZ_CP009977.1,1008665,1009507,gene,,0.8229907854716546,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04785,locus_tag,NZ_CP009977.1,1009854,1010594,gene,,0.8236915194258169,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04790,locus_tag,NZ_CP009977.1,1010706,1012613,gene,,0.8245754417379434,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04795,locus_tag,NZ_CP009977.1,1013040,1014971,gene,iolD,0.8260200127893182,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04800,locus_tag,NZ_CP009977.1,1015540,1018236,gene,adhE,0.8277949386442153,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04805,locus_tag,NZ_CP009977.1,1018686,1020593,gene,,0.8294892000456894,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04810,locus_tag,NZ_CP009977.1,1020933,1021871,gene,,0.8305744756117799,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04815,locus_tag,NZ_CP009977.1,1022117,1023133,gene,,0.8313275490967891,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04820,locus_tag,NZ_CP009977.1,1023200,1024105,gene,,0.8319602416608503,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04825,locus_tag,NZ_CP009977.1,1024255,1025730,gene,,0.8327853589706723,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04830,locus_tag,NZ_CP009977.1,1025888,1026910,gene,,0.8336514242663922,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04835,locus_tag,NZ_CP009977.1,1027727,1028551,gene,iolB,0.834722845250788,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04840,locus_tag,NZ_CP009977.1,1028730,1029185,gene,,0.8352268441448845,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04845,locus_tag,NZ_CP009977.1,1029325,1030704,gene,,0.8358777016049456,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04850,locus_tag,NZ_CP009977.1,1030985,1032154,gene,,0.8368352071398509,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04855,locus_tag,NZ_CP009977.1,1033050,1033268,gene,,0.8378139563666883,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04860,locus_tag,NZ_CP009977.1,1034109,1035623,gene,,0.8388650572979317,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04870,locus_tag,NZ_CP009977.1,1036481,1036960,gene,,0.8400069827091742,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04875,locus_tag,NZ_CP009977.1,1037054,1038247,gene,,0.8405796387525581,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04880,locus_tag,NZ_CP009977.1,1038234,1038896,gene,,0.8411427505285523,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04885,locus_tag,NZ_CP009977.1,1038974,1041640,gene,,0.8422154030313209,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04895,locus_tag,NZ_CP009977.1,1042523,1043062,gene,,0.8437458724892034,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04900,locus_tag,NZ_CP009977.1,1043262,1043642,gene,,0.8441519656726568,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04905,locus_tag,NZ_CP009977.1,1043817,1044056,gene,,0.8444503009984843,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04910,locus_tag,NZ_CP009977.1,1044285,1044575,gene,,0.8447541781569896,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04915,locus_tag,NZ_CP009977.1,1044678,1045232,gene,,0.8450774517298677,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04920,locus_tag,NZ_CP009977.1,1045328,1045780,gene,,0.8454462914825418,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04925,locus_tag,NZ_CP009977.1,1045815,1046393,gene,,0.8457849590350808,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04930,locus_tag,NZ_CP009977.1,1046428,1047123,pseudogene,,0.8461984413287714,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04935,locus_tag,NZ_CP009977.1,1047140,1047601,gene,,0.8465648180446999,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04940,locus_tag,NZ_CP009977.1,1047691,1048128,gene,,0.8468967122461879,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04945,locus_tag,NZ_CP009977.1,1048213,1048731,gene,,0.8472430767885573,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04950,locus_tag,NZ_CP009977.1,1048786,1049325,gene,,0.8476023722738416,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04955,locus_tag,NZ_CP009977.1,1049433,1049783,gene,,0.8479425792243466,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04960,locus_tag,NZ_CP009977.1,1049932,1050348,gene,,0.8482701631115297,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04965,locus_tag,NZ_CP009977.1,1050479,1051096,gene,,0.8486688671847459,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04970,locus_tag,NZ_CP009977.1,1051164,1051526,gene,,0.849012152931183,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04975,locus_tag,NZ_CP009977.1,1051551,1051976,gene,,0.8492698481507058,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04980,locus_tag,NZ_CP009977.1,1052120,1052434,gene,,0.8495860404929398,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04985,locus_tag,NZ_CP009977.1,1052467,1053183,gene,,0.8499234765271059,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04990,locus_tag,NZ_CP009977.1,1053263,1053913,gene,,0.8503933007863552,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS04995,locus_tag,NZ_CP009977.1,1053981,1054310,gene,,0.8507365865327924,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05000,locus_tag,NZ_CP009977.1,1054348,1054761,gene,,0.850988432040044,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05005,locus_tag,NZ_CP009977.1,1054779,1055687,gene,,0.8514062246480397,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05010,locus_tag,NZ_CP009977.1,1055853,1056875,gene,,0.852102648287897,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05015,locus_tag,NZ_CP009977.1,1056942,1058090,gene,,0.8528120028706693,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05020,locus_tag,NZ_CP009977.1,1058093,1059178,gene,,0.8535013452798825,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05025,locus_tag,NZ_CP009977.1,1059203,1059937,gene,,0.8540767722396054,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05030,locus_tag,NZ_CP009977.1,1059946,1060875,gene,,0.8545943178358035,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05035,locus_tag,NZ_CP009977.1,1060984,1061184,gene,,0.855009031647867,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05040,locus_tag,NZ_CP009977.1,1061475,1063190,gene,,0.8557778069921302,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05050,locus_tag,NZ_CP009977.1,1063632,1064186,gene,,0.856748551349544,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05055,locus_tag,NZ_CP009977.1,1064577,1066052,gene,,0.8576140008860774,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05060,locus_tag,NZ_CP009977.1,1066071,1067414,gene,,0.8584933050043057,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05065,locus_tag,NZ_CP009977.1,1067754,1068500,gene,,0.859345823597924,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05070,locus_tag,NZ_CP009977.1,1068518,1069075,gene,puuR,0.8597580743732418,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05075,locus_tag,NZ_CP009977.1,1069111,1070595,gene,,0.8604086239537097,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05080,locus_tag,NZ_CP009977.1,1070644,1071921,gene,,0.8612888517107176,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05085,locus_tag,NZ_CP009977.1,1071939,1072805,gene,aguB,0.8619597213443377,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05090,locus_tag,NZ_CP009977.1,1072818,1073900,gene,aguA,0.8625674756613485,ter
Vibrio natriegens,ATCC 14048,GCF_001456255.1,PN96_RS05095,locus_tag,NZ_CP009977.1,1073972,1075399,gene,,0.8633842802221536,ter
